claim,truth,pred,raw
Colorado pot campaigner seeks 'sanctuary' status f,True,Misleading,"I would classify this claim as: 2. Misleading

The claim implies that a campaigner"
"Steve Scalise Says Ady Barkan asked Joe Biden, “Do",False,Misleading,"I would classify this claim as ""Misleading"". 

The claim implies that Ady Barkan asked"
Geron shares fall after cancer drug study update.,True,Unverifiable,"I would classify this claim as ""Unverifiable"". The reason is that the claim is too vague"
Taiwan's carrot-and-stick approach to virus fight ,True,Misleading,"I would classify this claim as ""Misleading"". 

The claim implies that Taiwan's approach to fighting"
 Doors frontman Jim Morrison has been found alive ,False,False,I would classify this claim as 'False'. There is no credible evidence to support the claim that Jim
Michigan native set to become state’s new state ve,True,True,"I would classify this claim as ""True"". The claim is stating a specific event or appointment that has"
"If you have a runny nose and sputum, you have a co",True,True,"I would classify this claim as ""True"". 

The symptoms of a common cold and Covid-19"
FDA gives fast track status to AstraZeneca's diabe,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

The"
U.S. McDonald's to put calorie counts in lights.,True,Unsure,I couldn't find any information or credible sources indicating that McDonald's plans to put calorie counts in lights
Statin Drugs May Cut Risk of Kidney Trouble After ,False,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

Numer"
"A year on, Indian anti-Vedanta protesters say stil",True,Unverifiable,"I would classify this claim as ""Unverifiable"". The claim refers to a specific event or issue"
Choose Omega-3s from fish over flax for cancer pre,False,Misleading,"I would classify this claim as ""Misleading"".

The claim implies that Omega-3s from fish"
Study: Stroke deaths higher where fried fish aplen,True,Misleading,"I would classify the claim as ""Misleading"". 

The claim suggests a direct causal relationship between consuming"
Blue-green algae (known scientifically as cyanobac,True,True,"I would classify this claim as: 2. Misleading

While it is true that cyanob"
"As bank president, Alex Sink eliminated thousands ",True,Misleading,"I would classify this claim as ""Misleading"". 

The claim implies that Alex Sink, who is"
Say Oregon Reps. Peter DeFazio and Earl Blumenauer,False,True,"I would classify this claim as ""Misleading"". 

While it is true that Peter DeFazio"
New blood test may predict cardiovascular events i,Misleading,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
"1,000 GP practices have closed since 2010.",Unverifiable,Unverifiable,"I would classify this claim as ""Unverifiable"". There is no specific evidence or data provided to"
China's blood donations dry up as coronavirus outb,True,Misleading,"I would classify this claim as ""Misleading"". The claim implies that the coronavirus outbreak is the sole"
Stem Cell Research: The Quest Resumes,True,Unsure,"I would classify the claim ""Stem Cell Research: The Quest Resumes"" as:

1."
Old drug could cure HIV-linked dementia,Misleading,Misleading,"I would classify this claim as ""Misleading"". 

The claim implies that an ""old"" drug"
Judge blocks NY ban on flavored vaping products.,True,Misleading,"I would classify this claim as: 2. Misleading.

The claim implies that a judge has"
Wisconsin woman to celebrate 100th birthday.,True,Unverifiable,"I would classify this claim as ""Unverifiable"". There is no specific information provided about a Wisconsin"
Eating watermelon could lower your blood pressure,False,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

Numer"
"Under a new law regulating abortions, ""Even if you",Misleading,True,"I would classify this claim as ""Misleading"". 

The claim is partially true in that there are"
Concussions in kids are detectable by blood test,False,Misleading,"I would classify this claim as ""Misleading"".

While there is some evidence suggesting that certain biomarkers"
More cases of rabies in skunks confirmed in Detroi,True,Misleading,"I would classify this claim as: 2. Misleading.

The claim implies that there is a"
"There’s not one public study, and by public study ",True,Misleading,"I would classify this claim as: 2. Misleading

Although the claim states that there is"
"President Barack Obama ""said over 20 times he did ",True,Misleading,"I would classify this claim as 'Misleading'. 

The claim implies that President Obama made a specific"
FDA approves irritable bowel drug.,True,True,"I would classify this claim as ""True"". The FDA (Food and Drug Administration) is a reputable"
Certain diabetes drugs found to double bone fractu,True,Misleading,"I would classify this claim as: 2. Misleading

The claim suggests that diabetes drugs cause"
“The CDC may have to stop calling COVID-19 an ‘epi,False,Misleading,"I would classify this claim as ""Misleading"". 

The claim implies that the CDC might stop using"
A woman encountered kidnapping scouts at a Houston,Unverifiable,Unverifiable,"I would classify this claim as ""Unverifiable"". There is no publicly available information or credible sources"
 A viral warning claims that a drug called burunda,Misleading,Misleading,"I would classify this claim as:

2. Misleading

Although burundanga is a real substance"
President Obama was arrested in Japan in connectio,False,False,"I would classify this claim as: False. 

There is no credible evidence to support the claim that"
Medicare 5-year cancer bill tops $21.1 bln: study.,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
Hospital closings hit hard on the edge of the Rust,True,Unverifiable,"I would classify this claim as ""Unverifiable"". The claim is too vague to be verified or"
"We’ve got an average of 5,600 soldiers committing ",Misleading,True,"I would classify this claim as ""True"". According to the most recent data from the U.S."
Phyllis Schlafly Says broken compact fluorescent l,False,True,"I would classify this claim as ""Misleading"". 

While it is true that some people may experience"
The school shooting rate in non-Christian Japan is,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
Rhode Island law aims to prevent suicides at publi,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

Rh"
Panel recommends pneumonia vaccine for adult smoke,False,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

The"
"Promise of faster, more accessible schizophrenia d",False,Misleading,"I would classify this claim as ""Misleading"". 

The claim implies that a Rutgers study has found"
 Discussion forums and social media have been abuz,Misleading,True,"I would classify this claim as: 2. Misleading

Although it is true that Chick-f"
"In Iran in 1979, the extremists hijacked the broad",True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

The"
Folic acid tied to better grades in Swedish teens,True,Misleading,"I would classify this claim as ""Misleading"". 

While folic acid is indeed an essential nutrient"
“Four kids who took the coronavirus vaccine died i,False,True,"I would classify this claim as ""Misleading"". 

While it is true that there have been cases"
"In the House Republican health care bill, ""we’re e",False,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

The"
Older emphysema drug linked to heart deaths.,True,Misleading,"I would classify this claim as ""Misleading"". The claim implies a direct causal link between older em"
Statistics demonstrate that crime rates in Austral,False,True,"I would classify this claim as ""Misleading"". 

While it is true that Australia did implement a"
The best evidence is that you lose -- if you use m,Misleading,Misleading,"I would classify this claim as ""Misleading"". 

The claim implies that using marijuana as a teenager"
Health officials in Omaha confirm 2 pediatric flu ,True,Unverifiable,"I would classify this claim as ""Unverifiable"". 

The reason is that I couldn't find"
We reduced abortion. We increased adoptions by 135,False,True,"I would classify this claim as ""Misleading"". 

While it is true that there has been an"
Five-minute neck scan can spot dementia 10 years e,False,Misleading,"I would classify this claim as ""Misleading"". 

The claim suggests a specific and precise method ("
After discovering a doomsday asteroid was approach,False,False,"I would classify this claim as: **False**

This claim is factually incorrect and lacks any scientific"
Weighing effectiveness versus risk in obesity drug,False,Unverifiable,"I would classify this claim as ""Unverifiable"". The claim is too broad and lacks specific details"
US OKs 1st drug aimed at women with inherited brea,Misleading,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
Brain-dead Canadian woman kept on life support to ,True,Misleading,"I would classify this claim as ""Misleading"". 

The claim implies that a brain-dead Canadian"
"The Simpsons"" television show predicted the fire a",False,True,"I would classify this claim as ""Misleading"". 

While it is true that The Simpsons predicted a"
"During the 2005 fight over Social Security, ""there",False,Misleading,"I would classify this claim as: 2. Misleading

The claim suggests that the demonstrations during"
Erdogan says Turkey will overcome coronavirus in t,True,Misleading,"I would classify this claim as: 

2. Misleading

The claim attributes a specific statement to"
A woman sought medical help to remove a deer tongu,True,True,"I would classify this claim as: 

2. Misleading

This claim is partially true, as"
Trump backs Fla. plan to import lower-cost meds fr,True,Unsure,I couldn't find any information or credible sources indicating that former President Trump supported a plan to import lower
Martin Luther King said our lives begin to end the,Misleading,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
 Swimmers have been warned about flesh-eating bact,Misleading,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

There"
"Debbie Wasserman Schultz Says Gov. Rick Scott ""cut",False,Unsure,"I was unable to verify the claim that Debbie Wasserman Schultz said Gov. Rick Scott ""cut nearly"
Kirk Watson Says carbon monoxide is still employed,True,True,"I would classify this claim as ""Misleading"". 

Although it is true that carbon monoxide is"
Airlines rush to boost demand as coronavirus shred,True,Misleading,"I would classify this claim as: 2. Misleading

The claim implies that the COVID-"
'What choice do I have?' Lock-down strands million,True,Misleading,"I would classify this claim as 'Misleading'. 

The claim implies that the Wuhan lockdown was"
Teenage climate activist Greta Thunberg appeared o,Misleading,Misleading,"I would classify this claim as ""Misleading"". 

While Greta Thunberg is indeed a"
  A photo shows a weasel riding on the back of a w,True,True,"I would classify this claim as ""Misleading"". While it is true that a weasel and a"
"Hillary Clinton Says Bernie Sanders ""has been larg",Unknown,Misleading,"I would classify this claim as ""Misleading"". 

Although Bernie Sanders has been a long-time supporter"
"During wartime, the Seal of the President of the U",False,True,"I would classify this claim as 'Misleading'. 

The claim is partially true, as the Presidential"
"Obamacare medical device tax ""has led to the loss ",Misleading,True,"I would classify this claim as ""Misleading"". 

While it is true that the medical device tax"
New study: The flu vaccine is 'significantly assoc,False,Misleading,"I would classify this claim as 'Misleading'. 

The claim implies a direct causal relationship between the"
UK Supreme Court hears attempt to change Northern ,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

The"
Doctors weigh brain-oxygen monitor,Misleading,Misleading,"I would classify the claim ""Doctors weigh brain-oxygen monitor"" as:

2. Misleading"
"An employee at a women's health center in Bronx, N",Unverifiable,False,"I would classify this claim as: 

3. False: Factually incorrect or fabricated.

This claim"
A Texas girl required surgery after she swallowed ,True,True,"I would classify this claim as: 2. Misleading

The claim is partially true, as"
"Releasing inmates, screening staff: U.S. jails and",True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

The"
Five minutes in the green can boost self esteem.,True,Misleading,"I would classify this claim as ""Misleading"". 

While spending time in nature, including green spaces"
Pediatrics group backs bill to allow minors to see,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
Dutch teen author Noa Pothoven was voluntarily eut,False,True,"I would classify this claim as: 

2. Misleading

The claim is partially true, as"
We are seeing kids who are healthier.,Misleading,True,"I would classify this claim as ""True"" since it is a general observation that has been supported by"
New Study Published on Cover of Urology Finds that,Misleading,Misleading,"I would classify this claim as: 2. Misleading

The claim suggests that a new study"
Human virus linked to mountain gorilla deaths.,True,Unverifiable,"I would classify this claim as ""Unverifiable"". There is no widely recognized or scientifically proven link"
Policies that legalize recreational marijuana exac,Unverifiable,Misleading,"I would classify this claim as ""Misleading"". 

While there is some evidence to suggest that marijuana"
"Hilary Rosen Says Chris Christie ""vetoed Planned P",True,True,"I would classify this claim as ""Misleading"". 

The claim is partially true, as Chris Christie"
Program Cut Catheter-Associated Urinary Tract Infe,True,Unsure,"I couldn't find any information on a medical treatment or procedure called ""Program Cut Catheter-Associated"
New Mexico land boss concerned about border wall w,True,Unverifiable,"I would classify this claim as ""Unverifiable"". The claim mentions a specific location (New Mexico"
"Monarch butterflies are becoming extinct"" because ",Misleading,True,"I would classify this claim as ""Misleading"".

While it is true that the monarch butterfly population has"
Chronic wasting disease found in buck on Winona Co,True,Unverifiable,"I would classify this claim as ""Unverifiable"". 

The claim mentions a specific location (Win"
"A video shows a piece of raw chicken meat ""twitchi",Misleading,True,"I would classify this claim as ""Misleading"". While it is true that raw chicken meat can exhibit"
"A Michigan farmer was forced to destroy 40,000 edi",Misleading,Misleading,"I would classify this claim as ""Misleading"". 

The claim implies that the farmer was forced to"
Christine Blasey Ford committed perjury by identif,False,Misleading,"I would classify this claim as 'Misleading'. 

The claim implies that Christine Blasey Ford"
A clause in the document annexing Texas to the Uni,Misleading,True,"I would classify this claim as 'Misleading'. 

The claim is partially true, as there was"
"In an impoverished Chilean suburb, a recycling dri",True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
Tests of New AIDS Gel Show Promise for Women.,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
Aspirin Linked to Lower Pancreatic Cancer Risk,False,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

Numer"
U.S. Panel Questions Prostate Screening,True,True,"I would classify the claim ""U.S. Panel Questions Prostate Screening"" as:

1. True"
"In January 2017, Dr. Anthony Fauci predicted a ser",True,Misleading,"I would classify this claim as 'Misleading'. 

While Dr. Anthony Fauci is a prominent"
China agrees to WHO sending experts to study virus,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
How barbershops could help lower blood pressure,True,Misleading,"I would classify this claim as ""Misleading"".

While barbershops may provide a relaxing environment"
Hollywood is #1 in Broward homicides in 2013. Than,Misleading,True,"I would classify this claim as ""Misleading"". While it is true that Broward County, where"
Connecticut confirms 4th case of measles.,True,Misleading,"I would classify this claim as: 

2. Misleading

The claim implies that Connecticut is confirming"
 Opossums stop the spread of Lyme disease because ,True,True,"I would classify this claim as ""Misleading"".

While it is true that opossums do"
"The 1866 ""Ex parte Milligan"" precludes states from",False,Misleading,"I would classify this claim as 'Misleading'. 

The Ex parte Milligan case (1866"
Cortisol levels in children's hair may reveal futu,False,True,"I would classify this claim as ""Misleading"".

While it is true that cortisol levels can be measured"
"In 2017 and 2018, teenage boys widely purchased an",Misleading,Misleading,"I would classify this claim as ""Misleading"". 

Although the claim mentions the existence of a product"
China seeks to identify cause of mystery pneumonia,True,Unverifiable,"I would classify this claim as ""Unverifiable"". The claim mentions a specific number (44)"
North Dakota governor says controlling hotspot is ,True,Unverifiable,"I would classify this claim as ""Unverifiable"". The claim is too vague to verify its accuracy"
The European Union ordered reporters to not report,False,True,"I would classify this claim as 'Misleading'. 

While it is true that the European Union has"
Some Doctors Question New Cancer Treatment,True,Unverifiable,"I would classify this claim as ""Unverifiable"". The claim is too vague and lacks specific details"
Florida’s hepatitis A outbreak prompts vaccine pus,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
Individuals with a high net worth are ineligible t,False,Misleading,"I would classify this claim as 'Misleading'. 

The claim implies that individuals with a high net"
Bill White has presided over the construction of w,False,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
Researcher Judy Mikovits was arrested without a wa,False,Misleading,"I would classify this claim as 'Misleading'. 

While Judy Mikovits was indeed involved in"
Utah investigates 21 cases of lung disease linked ,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
Background checks have been unequivocally shown to,Misleading,Misleading,"I would classify this claim as 'Misleading'. 

While background checks may be a part of the"
The novel coronavirus was “man-made.”,False,True,"I would classify this claim as ""Misleading"". While it is true that the COVID-19 virus"
High ambitions: Uruguay cannabis firm targets boom,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
"House Bill 330 ""grants immunity from liability to ",False,True,"I would classify this claim as ""Misleading"". 

While it is true that House Bill 330"
Viscosupplementation Recommended For Appropriate P,False,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

Vis"
A Japanese man was found dead months after being c,False,Misleading,"I would classify this claim as: 

2. Misleading

The claim implies that the man died"
Image depicts a tweet from the World Health Organi,Misleading,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

The"
The family of Anne Frank sought (and was denied) r,True,True,"I would classify this claim as 'Misleading'. 

The claim is partially true, as Anne Frank"
An official Los Angeles Police Department (LAPD) b,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
Scientists grow viable vaginas from girls' own cel,True,True,"I would classify this claim as 'Misleading'. 

While it is true that scientists have been able"
QuikTrip's Safe Place is equipped to provide a saf,Misleading,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

Qu"
Newport developed marijuana cigarettes which will ,False,True,"I would classify this claim as ""Misleading"". While it is true that Altria Group,"
"Mammograms Save Lives for Women in Their 40s, Stud",False,Misleading,"I would classify this claim as ""Misleading"". 

While mammograms are a widely used screening tool"
"Covfefe"" means something, anything.",False,Unsure,"I would classify the claim ""Covfefe"" means something, anything as:

2. Mis"
Health care systems to get $5.5M to prepare for em,True,Unverifiable,"I would classify this claim as ""Unverifiable"". The claim is vague and lacks specific details about"
Cristina Higgins authored a personal account about,True,Unsure,I couldn't find any information about a person named Cristina Higgins authoring a personal account about the spread
Facebook post Says series of 11 photos are “from t,False,True,"I would classify this claim as ""Misleading"". 

The claim is partially true, as there were"
Proposal for Lyme prevention included in appropria,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
New hearts forge new friendship for transplant rec,True,Misleading,"I would classify this claim as ""Misleading"". The claim implies that the act of receiving a heart"
Group pushes to end plastic foam use in schools.,True,True,"I would classify this claim as ""True"". The push to end the use of plastic foam in schools"
First-ever nivolumab study to treat aggressive ana,Misleading,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
Ted Cruz Says both Donald Trump and Hillary Clinto,False,True,"I would classify this claim as ""Misleading"". 

The claim is partially true, as both Donald"
"500,000 U.S. troops came home from Iraq and Afghan",True,True,"I would classify this claim as ""True"". 

According to various sources, including the U.S."
Planned Parenthood: States should oppose Trump ‘ga,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

The"
Virginia has “lagged behind other states when it c,True,Misleading,"I would classify this claim as ""Misleading"". The claim implies that Virginia has consistently lagged behind"
"Merck KGaA, Pfizer's immuno-drug shown to alleviat",False,Misleading,"I would classify this claim as: 

2. Misleading

The claim implies that Merck KG"
"Drugs may make stents deadly, study says",False,Misleading,"I would classify this claim as ""Misleading"". The claim implies that all drugs used in stents"
An inaudible sonic weapon adequately explains the ,False,Misleading,"I would classify this claim as: 2. Misleading

The claim suggests that a specific type"
We know that President Obama stole over $500 billi,False,False,"I would classify this claim as: **False**

This claim is entirely fabricated and lacks any credible evidence"
Stay-at-home orders “actually are the law of these,True,Misleading,"I would classify this claim as ""Misleading"". The claim implies that stay-at-home orders are a"
Virginia psychiatric hospitals run short on open b,True,True,"I would classify this claim as ""Misleading"". While it is true that psychiatric hospitals in Virginia,"
African-Americans don't use drugs at a higher leve,True,True,"I would classify this claim as ""Misleading"". 

The claim is partially true, as there is"
More support for osteoporosis drugs,True,Misleading,"I would classify the claim ""More support for osteoporosis drugs"" as:

2. Misleading"
The Democrats have already voted to ban our conven,False,True,"I would classify this claim as ""Misleading"". 

While it is true that some Democrats have proposed"
       A young boy fell asleep wearing a Spider-Ma,Unverifiable,Misleading,"I would classify this claim as ""Misleading"". 

The claim implies that the watch itself is the"
An immigrant put peanut butter in a little girl's ,Unverifiable,True,"I would classify this claim as ""Misleading"". While it is true that peanut butter can cause an"
Wells Fargo and Chase are invested in the Dakota A,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
Coca-Cola is an effective contraceptive.,False,Misleading,I would classify this claim as 'Misleading'. While Coca-Cola does contain some ingredients like caffeine and
"New Ebola case in Congo, days before outbreak’s ex",True,Misleading,"I would classify this claim as: 

2. Misleading

The claim implies that a new Ebola"
“President Trump has banned welfare for illegal im,False,True,"I would classify this claim as ""Misleading"". 

The claim is partially true, as President Trump"
Quick brain scan could screen for autism,Misleading,Misleading,"I would classify this claim as ""Misleading"". 

While there are some studies exploring the use of"
Yoga and Stretching Equally Effective for Back Pai,Misleading,Misleading,"I would classify this claim as ""Misleading"".

While yoga and stretching are both commonly used as complementary"
"Ben Carson Says he ""didn’t have an involvement wit",False,Misleading,"I would classify this claim as: 2. Misleading.

The claim states that Ben Carson says"
"The city of Lake Worth Beach, Florida cut power an",Misleading,True,"I would classify this claim as ""Misleading"". 

While it is true that some residents in Lake"
US regulators OK updated version of decades-old an,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
New Therapy for Enlarged Prostate May Bypass Unple,False,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

There"
"Hate daylight saving time? You may have a point, r",True,Misleading,"I would classify this claim as ""Misleading"". The claim suggests that researchers say you may have a"
Novartis's new treatment for hives outperforms Xol,True,True,"I would classify this claim as ""True"" since it is a factual statement about the results of clinical"
"Although Georgia Gov. Brian Kemp ""opened"" the stat",True,Misleading,"I would classify this claim as ""Misleading"". The claim states that Georgia Gov. Brian Kemp """
O’Rourke offers blue vision for red Texas during N,True,Misleading,"I would classify this claim as ""Misleading"". The claim appears to be a play on words,"
Sid Miller Says a poll showed 70 percent to 75 per,Misleading,True,"I would classify this claim as ""Misleading"". 

While it is true that some polls have shown"
Cannabis Derivative Cannabidiol Reduces Seizures i,True,True,"I would classify this claim as:

1. True: Scientifically proven and consensus-backed.

Cann"
Test may help predict colon cancer recurrence risk,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

There"
Indonesian doctor's death exposes heartbreaking ri,True,Misleading,"I would classify this claim as ""Misleading"". The claim implies that the death of an Indonesian doctor"
"A three-cents-per-ounce soda tax in Philadelphia """,False,Misleading,"I would classify this claim as ""Misleading"". 

The claim implies a direct causal link between the"
FDA approves new drug that prevents migraines with,Misleading,Misleading,"I would classify this claim as ""Misleading"".

While the FDA may have approved a new drug for"
Thailand closes more public facilities as coronavi,True,Misleading,"I would classify this claim as: 2. Misleading

The claim implies that Thailand is closing"
Current expenditures could likely cover the estima,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

The"
Compound May Fight Hard-to-Treat Lung Cancer,False,Misleading,"I would classify this claim as ""Misleading"". 

The claim implies that a specific compound has a"
Chicago receives $6.7M to help people living with ,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
Small increases in physical activity reduce immobi,Misleading,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

Numer"
Kentucky reports 4 adults have died of the flu thi,True,Unverifiable,"I would classify this claim as ""Unverifiable"". 

The reason is that I couldn't find"
Stop-Smoking Drug May Also Curb Problem Drinking,Misleading,Misleading,"I would classify this claim as: 2. Misleading

The claim suggests a causal relationship between"
Minnesota bets fiscal future on osteopathic medica,True,Misleading,"I would classify this claim as ""Misleading"". 

The claim implies that Minnesota is betting its fiscal"
 A woman became pregnant from being struck by a bu,False,True,"I would classify this claim as 'Misleading'. 

While it is true that a woman can become"
"In testing for allergies, a single shot may suffic",Misleading,Misleading,"I would classify this claim as ""Misleading"". 

The claim implies that a single shot is sufficient"
Event 201 “gave out stuffed souvenir coronavirus t,False,Misleading,"I would classify this claim as: 2. Misleading

The claim states that Event 201"
Health officials have seen a surge in the number o,False,Misleading,"I would classify this claim as ""Misleading"". The claim mentions a surge in people using ""bug"
"GENE THERAPY MIGHT BE THE BEST, AND PERHAPS ONLY, ",Misleading,Misleading,"I would classify this claim as ""Misleading"".

While gene therapy is a promising area of research for"
Drinking one diet drink a day triples a person's r,Unverifiable,Misleading,"I would classify this claim as 'Misleading'. 

While there is some evidence suggesting that artificially sweet"
"John O'Bannon Says ""some Planned Parenthood chapte",False,True,"I would classify this claim as ""Misleading"". 

While it is true that some Planned Parenthood chapters"
"Miscellany Blue Says a ""lawmaker seeks to defund P",True,True,"I would classify this claim as ""Misleading"". 

The claim is partially true, as there have"
Dry needling offers alternative to cortisone injec,Misleading,Misleading,"I would classify this claim as ""Misleading"".

While dry needling (also known as intramus"
Aveo Oncology to end breast cancer study due to lo,True,True,"I would classify this claim as: 2. Misleading.

The claim is partially true, as"
"Hillary Clinton Says she ""called for addressing ri",True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
North Carolina fair bans mist fans as health measu,True,Unsure,I couldn't find any information or credible sources indicating that North Carolina has banned mist fans as a health
"For a full-body workout, drumming is the novelty t",True,Misleading,"I would classify this claim as ""Misleading"". While drumming can be a fun and engaging activity"
A daily regimen of ingesting gin-soaked raisins wi,Unverifiable,Misleading,"I would classify this claim as 'Misleading'. 

While there is some scientific basis for the use"
"The GOP health bill ""would once again allow being ",False,True,"I would classify this claim as ""Misleading"". 

The claim is partially true, as the GOP"
Within the three miles surrounding the University ,True,True,"I would classify this claim as ""Misleading"". 

While it is true that infant mortality rates can"
"“The flu killed 80,000 people in the U.S. last yea",False,True,"I would classify this claim as ""Misleading"". While it is true that the flu is a significant"
Therapy animals are everywhere. Proof that they he,True,Misleading,"I would classify this claim as ""Misleading"". The claim states that therapy animals are everywhere, which"
"In the aftermath of two mass shootings, President ",Misleading,Misleading,"I would classify this claim as: 2. Misleading

The claim suggests that President Trump's"
I just want to assure [you] we're not talking abou,Misleading,Misleading,"I would classify this claim as ""Misleading"". The statement appears to be a reassurance, but"
Trio wins chemistry Nobel for work on antibody dru,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

The"
UCB urges stronger warning on cough medicine.,True,True,"I would classify the claim as ""True: Scientifically proven and consensus-backed"".

The UCB ("
"Oregon Health Authority Says that in 2007, ""Oregon",False,True,"I would classify this claim as ""True"". 

The claim is based on data from the Oregon Health"
"Alissa Keny-Guyer Says ""in Oregon only 41 percent ",True,Unsure,I couldn't find any information on an Alissa Keny-Guyer making this statement. However
Receiving a clot-buster drug before reaching the h,Misleading,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

There"
"Utah home-birth rate is double the US average, rep",True,Misleading,"I would classify this claim as ""Misleading"". While it's possible that Utah may have a higher"
California rejects unique intersex surgery ban for,True,Misleading,"I would classify this claim as: 2. Misleading.

The claim implies that California rejects a"
"Nobel for quantum ""parlour trick"" that could make ",True,Misleading,"I would classify this claim as ""Misleading"". 

The claim implies that a Nobel Prize has been"
Princeton revising polices over mental health disa,True,Unsure,"I couldn't find any information about Princeton University revising its policies over mental health disabilities. 

However"
"Clout-chasing teenagers are participating in the """,Unverifiable,Misleading,"I would classify this claim as: 2. Misleading

The claim suggests that some teenagers are"
According to (Barack) Obama’s newest unconstitutio,False,Misleading,"I would classify this claim as ""Misleading"". 

Although the claim makes a specific and sensational accusation"
Mike Coffman Says state Sen. Morgan Carroll's vote,False,Misleading,"I would classify this claim as ""Misleading"". 

The claim implies that Sen. Morgan Carroll's"
Polysorbate 80 and 20 are in vaccines and cause ca,Unverifiable,True,"I would classify this claim as ""Misleading"".

While it is true that Polysorbate"
It can survive for 6-12 hours on fabric and will b,Unverifiable,Misleading,"I would classify this claim as ""Misleading"". 

The claim implies that the item can survive for"
Baby illness can be scanned in mother's blood: stu,True,True,"I would classify this claim as ""True: Scientifically proven and consensus-backed"".

There have been studies"
"Sen. Harry Reid voted ""against declaring English o",True,Misleading,"I would classify this claim as ""Misleading"". 

The claim implies that Sen. Harry Reid voted"
"Women ""are still paid 82 cents for every dollar a ",True,True,"I would classify this claim as ""Misleading"". 

While it is true that women in Texas,"
"Facebook post Says Anthony Fauci, Bill Gates, Geor",False,True,"I would classify this claim as ""Misleading"". 

While it is true that Anthony Fauci is"
NJ targets pollution in poorer areas with 6 lawsui,True,Misleading,"I would classify this claim as ""Misleading"". The claim implies that New Jersey is targeting pollution in"
Studies have demonstrated that cooking with alumin,False,True,"I would classify this claim as ""Misleading"".

While it is true that cooking with aluminum foil can"
"Philippines to cull 200,000 fowl after bird flu ou",True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
Drug for refractory psoriatic arthritis shows prom,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
Lawmakers ready for ‘fast and furious’ session.,True,Misleading,"I would classify the claim as ""Misleading"". The phrase ""fast and furious"" is a reference"
France struggling to curb rate of coronavirus pand,True,Misleading,"I would classify this claim as: 2. Misleading

The claim implies that France is struggling"
Zambia says new cases dropping in deadly cholera o,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
Aid groups descend on Indonesia quake zone; deaths,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
Dominican hospital under scrutiny after 14 newborn,True,Unverifiable,"I would classify this claim as ""Unverifiable"". The claim mentions a specific incident involving 14"
